id,name,type,path,lifecycle,audience_size_lower_bound,audience_size_upper_bound
6003409392877,Weddings (weddings),interests,"['Family and relationships', 'Weddings (weddings)']",2,304885943,358545870
6003415393053,Children's clothing (apparel),interests,"['Shopping and fashion', 'Clothing (apparel)', ""Children's clothing (apparel)""]",2,261869502,307958535
6003416777039,Horses (animals),interests,"['Hobbies and activities', 'Pets (animals)', 'Horses (animals)']",2,258434243,303918670
6003417378239,Plays (performing arts),interests,"['Entertainment (leisure)', 'Live events (entertainment)', 'Plays (performing arts)']",2,205761207,241975180
6003420024431,French cuisine (food & drink),interests,"['Food and drink (consumables)', 'Cuisine (food & drink)', 'French cuisine (food & drink)']",2,89071692,104748310
6003420644631,Non-fiction books (publications),interests,"['Entertainment (leisure)', 'Reading (communication)', 'Non-fiction books (publications)']",2,36691106,43148741
6003422719241,Charity and causes (social causes),interests,"['Hobbies and activities', 'Politics and social issues (politics)', 'Charity and causes (social causes)']",2,64685429,76070065
6003423342191,Dance (art),interests,"['Hobbies and activities', 'Arts and music (art)', 'Dance (art)']",2,545935068,642019640
6003423416540,Free software (software),interests,"['Technology (computers & electronics)', 'Computers (computers & electronics)', 'Free software (software)']",2,561457967,660274570
6003424404140,Marathons (running event),interests,"['Sports and outdoors', 'Sports (sports)', 'Marathons (running event)']",2,189882514,223301837
6003430600057,Lakes (body of water),interests,"['Hobbies and activities', 'Travel (travel & tourism)', 'Lakes (body of water)']",2,168765374,198468080
6003430696269,Tourism (industry),interests,"['Hobbies and activities', 'Travel (travel & tourism)', 'Tourism (industry)']",2,773164277,909241190
6003431201869,Beaches (places),interests,"['Hobbies and activities', 'Travel (travel & tourism)', 'Beaches (places)']",2,413340857,486088848
6003434373937,Browser games (video games),interests,"['Entertainment (leisure)', 'Games (leisure)', 'Browser games (video games)']",2,51808472,60926764
6003435096731,Barbecue (cooking),interests,"['Food and drink (consumables)', 'Food (food & drink)', 'Barbecue (cooking)']",2,348044897,409300800
6003436950375,Restaurants (dining),interests,"['Food and drink (consumables)', 'Restaurants (dining)']",2,730478154,859042310
6003443805331,Fragrances (cosmetics),interests,"['Shopping and fashion', 'Beauty (social concept)', 'Fragrances (cosmetics)']",2,557077516,655123159
6003445506042,Marriage (weddings),interests,"['Family and relationships', 'Marriage (weddings)']",2,233638750,274759170
6003446055283,Scooters (vehicle),interests,"['Hobbies and activities', 'Vehicles (transportation)', 'Scooters (vehicle)']",2,116142112,136583124
6003456330903,Hair products (hair care),interests,"['Shopping and fashion', 'Beauty (social concept)', 'Hair products (hair care)']",2,725744795,853475880
6003456388203,Clothing (apparel),interests,"['Shopping and fashion', 'Clothing (apparel)']",2,1151133418,1353732900
6003461162225,Pet food (pet supplies),interests,"['Hobbies and activities', 'Pets (animals)', 'Pet food (pet supplies)']",2,108416370,127497652
6003462707303,Books (publications),interests,"['Entertainment (leisure)', 'Reading (communication)', 'Books (publications)']",2,581479795,683820240
6003466585319,Online banking (banking),interests,"['Business and industry', 'Banking (finance)', 'Online banking (banking)']",2,90556292,106494200
6003470511564,Do it yourself (DIY),interests,"['Hobbies and activities', 'Home and garden', 'Do it yourself (DIY)']",2,418387661,492023890
6003473077165,Weight training (weightlifting),interests,"['Fitness and wellness (fitness)', 'Weight training (weightlifting)']",2,191719338,225461942
6003476182657,Family (social concept),interests,"['Family and relationships', 'Family (social concept)']",2,1029906930,1211170550
6003491283786,Tea (nonalcoholic beverage),interests,"['Food and drink (consumables)', 'Beverages (food & drink)', 'Tea (nonalcoholic beverage)']",2,395174719,464725470
6003493980595,Country music (music),interests,"['Entertainment (leisure)', 'Music (entertainment & media)', 'Country music (music)']",2,470572865,553393690
6003494675627,Indian cuisine (food & drink),interests,"['Food and drink (consumables)', 'Cuisine (food & drink)', 'Indian cuisine (food & drink)']",8,91538323,107649069
6003510075864,Golf (sport),interests,"['Sports and outdoors', 'Sports (sports)', 'Golf (sport)']",2,264069122,310545288
6003512053894,Snowboarding (skiing & snowboarding),interests,"['Sports and outdoors', 'Sports (sports)', 'Snowboarding (skiing & snowboarding)']",2,109337720,128581159
6003526234370,Online advertising (marketing),interests,"['Business and industry', 'Online (computing)', 'Online advertising (marketing)']",2,156407143,183934801
6003540150873,Sports games (video games),interests,"['Entertainment (leisure)', 'Games (leisure)', 'Sports games (video games)']",2,167944091,197502252
6003572379887,Hotels (lodging),interests,"['Hobbies and activities', 'Travel (travel & tourism)', 'Hotels (lodging)']",2,603371853,709565300
6003578086487,Real estate (industry),interests,"['Business and industry', 'Real estate (industry)']",2,424648647,499386810
6003582500438,Strategy games (games),interests,"['Entertainment (leisure)', 'Games (leisure)', 'Strategy games (games)']",2,57279099,67360221
6003582732907,Rock music (music),interests,"['Entertainment (leisure)', 'Music (entertainment & media)', 'Rock music (music)']",2,959474906,1128342490
6003584163107,Advertising (marketing),interests,"['Business and industry', 'Advertising (marketing)']",2,465943911,547950040
6003586608473,Writing (communication),interests,"['Hobbies and activities', 'Arts and music (art)', 'Writing (communication)']",2,341526028,401634610
6003605717820,Anime movies (movies),interests,"['Entertainment (leisure)', 'Movies (entertainment & media)', 'Anime movies (movies)']",2,385607074,453473920
6003626773307,Coffee (food & drink),interests,"['Food and drink (consumables)', 'Beverages (food & drink)', 'Coffee (food & drink)']",2,535770493,630066100
6003629266583,Hard drives (computer hardware),interests,"['Technology (computers & electronics)', 'Computers (computers & electronics)', 'Hard drives (computer hardware)']",2,122281267,143802770
6003633122583,Heavy metal music (music),interests,"['Entertainment (leisure)', 'Music (entertainment & media)', 'Heavy metal music (music)']",2,603639736,709880330
6003641846820,Veganism (diets),interests,"['Food and drink (consumables)', 'Food (food & drink)', 'Veganism (diets)']",2,324563265,381686400
6003647522546,Card games (games),interests,"['Entertainment (leisure)', 'Games (leisure)', 'Card games (games)']",2,272395153,320336700
6003648059946,Bodybuilding (sport),interests,"['Fitness and wellness (fitness)', 'Bodybuilding (sport)']",2,196138179,230658499
6003649983713,Design (design),interests,"['Business and industry', 'Design (design)']",2,920081998,1082016430
6003654559478,Politics (politics),interests,"['Hobbies and activities', 'Politics and social issues (politics)', 'Politics (politics)']",8,460704668,541788690
6003656112304,Economics (economics),interests,"['Business and industry', 'Economics (economics)']",2,308751105,363091300
6003656296104,Network storage (computers & electronics),interests,"['Technology (computers & electronics)', 'Computers (computers & electronics)', 'Network storage (computers & electronics)']",2,18677605,21964864
6003656922020,Horror movies (movies),interests,"['Entertainment (leisure)', 'Movies (entertainment & media)', 'Horror movies (movies)']",2,376549897,442822680
6003659420716,Cooking (food & drink),interests,"['Food and drink (consumables)', 'Cooking (food & drink)']",2,752634277,885097910
6003668857118,Pizza (food & drink),interests,"['Food and drink (consumables)', 'Food (food & drink)', 'Pizza (food & drink)']",2,441634838,519362570
6003668975718,Puzzle video games (video games),interests,"['Entertainment (leisure)', 'Games (leisure)', 'Puzzle video games (video games)']",2,288117984,338826750
6003703762913,Law (law & legal services),interests,"['Hobbies and activities', 'Politics and social issues (politics)', 'Law (law & legal services)']",8,477592806,561649140
6003703931713,Juice (nonalcoholic beverage),interests,"['Food and drink (consumables)', 'Beverages (food & drink)', 'Juice (nonalcoholic beverage)']",2,223882925,263286320
6003716669862,Consumer electronics (computers & electronics),interests,"['Technology (computers & electronics)', 'Consumer electronics (computers & electronics)']",2,1380321853,1623258500
6003717247746,Sculpture (art),interests,"['Hobbies and activities', 'Arts and music (art)', 'Sculpture (art)']",2,132166649,155427980
6003717914546,Hybrids (vehicle),interests,"['Hobbies and activities', 'Vehicles (transportation)', 'Hybrids (vehicle)']",2,63554330,74739893
6003729124262,Audio equipment (electronics),interests,"['Technology (computers & electronics)', 'Consumer electronics (computers & electronics)', 'Audio equipment (electronics)']",2,43983308,51724371
6003778400853,Retail (industry),interests,"['Business and industry', 'Retail (industry)']",2,713008299,838497760
6003779859852,Horseback riding (horse sport),interests,"['Sports and outdoors', 'Outdoor recreation (outdoors activities)', 'Horseback riding (horse sport)']",2,102889171,120997666
6003780008652,Online (computing),interests,"['Business and industry', 'Online (computing)']",2,1148217236,1350303470
6003780025252,Drawing (visual art),interests,"['Hobbies and activities', 'Arts and music (art)', 'Drawing (visual art)']",2,198107763,232974730
6003840140052,Agriculture (industry),interests,"['Business and industry', 'Agriculture (industry)']",2,389563392,458126550
6003899195666,Photography (visual art),interests,"['Hobbies and activities', 'Arts and music (art)', 'Photography (visual art)']",2,1117351836,1314005760
6003902397066,Electronic music (music),interests,"['Entertainment (leisure)', 'Music (entertainment & media)', 'Electronic music (music)']",2,763266700,897601640
6003902462066,Theme parks (leisure),interests,"['Hobbies and activities', 'Travel (travel & tourism)', 'Theme parks (leisure)']",2,199474285,234581760
6003940339466,Video games (gaming),interests,"['Entertainment (leisure)', 'Games (leisure)', 'Video games (gaming)']",2,946113469,1112629440
6003985771306,Technology (computers & electronics),interests,['Technology (computers & electronics)'],2,1510784438,1776682500
6004030160948,Social media (online media),interests,"['Business and industry', 'Online (computing)', 'Social media (online media)']",2,633785255,745331460
6004037107009,Boats (watercraft),interests,"['Hobbies and activities', 'Vehicles (transportation)', 'Boats (watercraft)']",2,145653103,171288050
6004037400009,Fast food (food & drink),interests,"['Food and drink (consumables)', 'Food (food & drink)', 'Fast food (food & drink)']",2,445818967,524283106
6004037726009,Pets (animals),interests,"['Hobbies and activities', 'Pets (animals)']",2,895994081,1053689040
6004037932409,Management (business & finance),interests,"['Business and industry', 'Management (business & finance)']",2,332392721,390893840
6004043913548,Newspapers (publications),interests,"['Entertainment (leisure)', 'Reading (communication)', 'Newspapers (publications)']",2,815218979,958697520
6004094205989,German cuisine (food & drink),interests,"['Food and drink (consumables)', 'Cuisine (food & drink)', 'German cuisine (food & drink)']",8,29112772,34236620
6004100985609,Friendship (relationships),interests,"['Family and relationships', 'Friendship (relationships)']",2,716429413,842520990
6004115167424,Physical exercise (fitness),interests,"['Fitness and wellness (fitness)', 'Physical exercise (fitness)']",2,646978494,760846710
6004140335706,Architecture (architecture),interests,"['Business and industry', 'Architecture (architecture)']",2,433894345,510259750
6004160395895,Travel (travel & tourism),interests,"['Hobbies and activities', 'Travel (travel & tourism)']",2,1172422168,1378768470
6005609368513,Software (computers & electronics),interests,"['Technology (computers & electronics)', 'Computers (computers & electronics)', 'Software (computers & electronics)']",2,925583622,1088486340
6007828099136,Luxury goods (retail),interests,"['Shopping and fashion', 'Shopping (retail)', 'Luxury goods (retail)']",2,673653435,792216440
6008832464480,E-book readers (consumer electronics),interests,"['Technology (computers & electronics)', 'Consumer electronics (computers & electronics)', 'E-book readers (consumer electronics)']",2,45626557,53656832
6009248606271,Food and drink (consumables),interests,['Food and drink (consumables)'],2,1347509744,1584671460
6010924093432,Live events (entertainment),interests,"['Entertainment (leisure)', 'Live events (entertainment)']",2,955524030,1123696260
6011366104268,Women's clothing (apparel),interests,"['Shopping and fashion', 'Clothing (apparel)', ""Women's clothing (apparel)""]",2,598187925,703469000
6011515350975,Politics and social issues (politics),interests,"['Hobbies and activities', 'Politics and social issues (politics)']",8,1046674914,1230889700
6011994253127,Men's clothing (apparel),interests,"['Shopping and fashion', 'Clothing (apparel)', ""Men's clothing (apparel)""]",2,455533027,535706840
